source;sheet;row;code;resolved_factory;inn;name;output;status;changed;applied;problems
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;2354;630-354076;"ООО ""СОНАР"", Россия, г.Москва, ИНН 7704814760, КПП 770401001, sonar@sonarpro.ru";7704814760;Громкоговоритель трансляционный настенный, 100В, мощность 3/1.5Вт SWS-103W, ARMYBEAT ELECTRONIC CO., LTD. Масса-0,0007 т.;Громкоговоритель трансляционный настенный, 100В, мощность 3/1.5Вт SWS-103W, ARMYBEAT ELECTRONIC CO., LTD. Масса-0,0007 т;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;953;604-469592-Ш;"ООО ""НТЦ ПРОТЕЙ"", ИНН 7825483961";7825483961;"Шефмонтажные работы. Комплекс программно-аппаратный в составе: 1) видеокамера промышленного телевидения (стационарная, для внутренней установки (+1 С+50 С); разрешение - 4МП; подключение РoЕ/PoE+; IP66/ IР67)  4 шт.; 2) Опорный пункт - шкаф промышленного телевидения для подключения 4-ех камер (Оборудование сетевой связности 4х10/100/1000BASE-T PoE/PoE+, 1х1000BASE-X (SFP); Комплект пассивного оборудования подключения входящих кабелей ВОЛС, 230 В, 50 Гц; 0,9кВт; навесной, 500(ш)х400(в)х300(г))  1 шт.; Кабель UTP Cat.5e PE 4х2х0.52  4х50м; ЗИП  1 шт. арт. ТГПУКПГ45-122 ПАК Видеопортал ПАМР.463437.001 ТУ.";"Шефмонтажные работы. Комплекс программно-аппаратный в составе: 1) видеокамера промышленного телевидения (стационарная, для внутренней установки (+1 С+50 С); разрешение - 4МП; подключение РoЕ/PoE+; IP66/ IР67) 4 шт.; 2) Опорный пункт - шкаф промышленного телевидения для подключения 4-ех камер (Оборудование сетевой связности 4х10/100/1000BASE-T PoE/PoE+, 1х1000BASE-X (SFP); Комплект пассивного оборудования подключения входящих кабелей ВОЛС, 230 В, 50 Гц; 0,9кВт; навесной, 500(ш)х400(в)х300(г)) 1 шт.; Кабель UTP Cat.5e PE 4х2х0.52 4х50м; ЗИП 1 шт. ПАК Видеопортал ПАМР.463437.001";ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;1450;620-70222;"ООО ""Нелидовский Завод Прессмаш"" , Россия, Тверская область, г. Нелидово, ИНН 6912012244, КПП 691201001, nzpressmash@gmail.com";6912012244;Станок вертикальный консольно-фрезерный. Размеры стола, мм-1600х400. Мощность, кВт-14,00. Габариты, мм-2570х2252х2430 6Т13 по типу ТУ 3816- 075-82836797-08№ 50-016-044867 от 18 октября 2022 г. п. 6. Масса-4,3 т.;Станок вертикальный консольно-фрезерный. Размеры стола, мм-1600х400. Мощность, кВт-14,00. Габариты, мм-2570х2252х2430 6Т13 по типу 075-82836797-08№ 50-016-044867 от 18 октября 2022 г. п. 6. Масса-4,3 т;ЗЕЛЁНЫЙ;True;;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;979;19-227320-С;"АО ""Волжский трубный завод"", ИНН 3435900186";3435900186;"Труба БШ-С-325,0х24,0-К48-t20/60 бв-470 Н/мм2, бт-290 Н/мм2, ударная вязкость на образцах KCU 50,0Дж/см2 при t--60 град.С, ударная вязкость на образцах KCV 50,0Дж/см2 при t--20 град.С с наружным антикоррозионным монослойным покрытием нормального исполнения ПЭПк-М-Н по ТУ 24.20.13-001-45657335-2017 ООО ""КЗИТ"" по типу ТУ 14-3Р-137-2015.";Труба БШ-С-325,0х24,0-К48-t20/60 бв-470 Н/мм2, бт-290 Н/мм2, ударная вязкость на образцах KCU 50,0Дж/см2 при t--60 град.С, ударная вязкость на образцах KCV 50,0Дж/см2 при t--20 град.С с наружным антикоррозионным монослойным покрытием нормального исполнения ПЭПк-М-Н;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;769;659-272987;"ООО ""Предприятие ""ЭЛТЕКС"", ИНН 5410108110";5410108110;Модуль SFP 1.25 GE, 40 км, SM, 2 волокна, 1310 nm, LC, DDM FH-S3112СDL40. Масса-0,0002 т.;Модуль SFP 1.25 GE, 40 км, SM, 2 волокна, 1310 nm, LC, DDM FH-S3112СDL40. Масса-0,0002 т;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;360;633-399366;"ООО ""ЭЛЬТОННЕФТЕМАШ"", Россия, г. Энгельс, ИНН 6449082507, КПП 644901001, elton@nefmash.ru";6449082507;Блок фильтров DN 50 PN 25 МПа по типу ТУ 28.25.14-002-01454370-2020 комплектация по обосновывающему документу 0092.049.Р.13/1.0004.Кг.424.0000.000-ТХ2.ОЛ1 инв.№10171428. Масса-1,7 т.;Блок фильтров DN 50 PN 25 МПа комплектация по обосновывающему документу 0092.049.Р.13/1.0004.Кг.424.0000.000-ТХ2.ОЛ1 инв.№10171428. Масса-1,7 т;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;2487;61207-110000-2;"""Legrand"", Россия, Москва";7733694200;Ящик с выключателем и клеммником, ~380 В, 50 Гц, 10А, IP54 ЯВШ-С-25 УХЛ3 по типу ТУ 16-536.024-75.;Ящик с выключателем и клеммником, ~380 В, 50 Гц, 10А, IP54 ЯВШ-С-25 УХЛ3;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;2376;640-450899;"АО НПП ""Эталон"", Россия, г.Омск, ИНН 5504087401, КПП 550401001, fgup@omsketalon.ru";5504087401;Датчик температуры многозонный цифровой, 12 м, 16 датчиков МЦДТ 0922-2-1-16-3,0-(9х0,5+5х1,0+1х2,0)-У1-Ex МКСН.405226.001 по типу ТУ. Масса-0,0009 т.;Датчик температуры многозонный цифровой, 12 м, 16 датчиков 0922-2-1-16-3,0-(9х0,5+5х1,0+1х2,0)-У1-Ex МКСН.405226.001. Масса-0,0009 т;ЗЕЛЁНЫЙ;True;МЦДТ;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;1246;13-226104-С;"ООО ""Белэнергомаш-БЗЭМ"", ИНН 3123315768";3123315768;Тройник Т I 114(11К48)-22,0(33,0)-В-94-60 ТУ 1469-017-38948552-2015.;Тройник Т I 114(11К48)-22,0(33,0)-В-94-60;ЗЕЛЁНЫЙ;True;;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;1844;23-483857-С;"ООО ""Газснабинвест"", ИНН 6450925261";6450925261;Резервуар вертикальный стальной объемом 100м3 ТУ 5265-046-96950580-2016 комплектация по обосновывающему документу 0092.049.Р.13/1.0004.КОС.045.2013.003-ВК.ОЛ.;Резервуар вертикальный стальной объемом 100м3 комплектация по обосновывающему документу 0092.049.Р.13/1.0004.КОС.045.2013.003-ВК.ОЛ;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;818;605-482475-Ш;"АО ""Уромгаз"", ИНН 6670021409";6670021409;Шефмонтажные работы. Установка автомобильная газонаполнительная компрессорная станция типа ББТ-АГНКС в составе: блок технологический (КПГ), колонка газозаправочная (3 шт), блок входных кранов ТУ 4575-070-59955467-09 Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.ВЖК.000.3213.051-ТХВ.ТТ (изм.2).;Шефмонтажные работы. Установка автомобильная газонаполнительная компрессорная станция типа ББТ-АГНКС в составе: блок технологический (КПГ), колонка газозаправочная (3 шт), блок входных кранов Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.ВЖК.000.3213.051-ТХВ.ТТ (изм.2);ЗЕЛЁНЫЙ;True;;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;764;19-242814-С;"ООО НПП ""ИНТЕХ"" , ИНН 0276132981";0276132981;Кабель 2х2х4,0-660 ИнСил-ОЭКнг(А)-ХЛ ТУ 3581-008-92800518-2016.;Кабель 2х2х4,0-660 ХЛ;ЗЕЛЁНЫЙ;True;ИнСил;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;1642;6010-236927;"ООО ""Валком"" , Россия, Санкт-Петербург, ИНН 7825370005, КПП 781001001, info@valcom.ru";7825370005;Преобразователь давления корабельный комплектно с блоком вентильным ПДК-БВ2-М20Н-М20Г-DN5-PN250-001 АТЛМ.406233.001ТУ-2008, кронштейном для установки сборки ПДК-ВО-И/БВ2 на вертикальную трубу 50 мм, прокладкой уплотнительной ПДК-КУ-П 6х18х1 АТЛМ.406233.001ТУ-2008 - 2шт, протоколом калибровки и табличкой из нержавеющей стали с указанием позиции [2] ПДК-ВО-И-25М0-А-2-М20-Н-01-Д20 АТЛМ.406233.00 по типу ТУ-2008№ 50-01/МШ-011475 от 6 ноября 2020 г. п. 4. Масса-0,0043 т.;Преобразователь давления корабельный комплектно с блоком вентильным ПДК-БВ2-М20Н-М20Г-DN5-PN250-001, кронштейном для установки сборки ПДК-ВО-И/БВ2 на вертикальную трубу 50 мм, прокладкой уплотнительной ПДК-КУ-П 6х18х1 - 2шт, протоколом калибровки и табличкой из нержавеющей стали с указанием позиции [2] ПДК-ВО-И-25М0-А-2-М20-Н-01-Д20 № 50-01/МШ-011475 от 6 ноября 2020 г. п. 4. Масса-0,0043 т;ЗЕЛЁНЫЙ;True;АТЛМ.;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;2078;13-236283-С;"ООО ""Инкаб"", ИНН 5904199692";5904199692;Кабель волоконно-оптический ДОТа-П-48У(6х8)-6кН, по типу ТУ 3587-001-88083123-2010.;Кабель волоконно-оптический ДОТа-П-48У(6х8)-6кН;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;1391;6310-418739;"ООО НПО ""Турбулентность-Дон"" , Россия, г.Ростов-на-Дону, ИНН 6141021685, КПП 616501001, info@turbo-don.ru";6141021685;"Расходомер-счетчик газа ультразвуковой ""Turbo Flow"" UFG-F по типу ТУ 4213-012-70670506-2013 комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.0019.005-АТХ2.ОЛ1 инв.№10179228. Масса-0,092 т.";Расходомер-счетчик газа ультразвуковой комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.0019.005-АТХ2.ОЛ1 инв.№10179228. Масса-0,092 т;ЗЕЛЁНЫЙ;True;Turbo Flow | UFG-F;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;803;603-404121-Ш;"ООО ""ПРОТЭК"", ИНН 7706759515";7706759515;Шефмонтажные работы. Блок эжекторов ЭГ 200, ЭГ 201, ЭГ 202 Технический проект БЭГ 63.0000.00.0 комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.0019.005-ТХ1.ОЛ8 инв.№10171022.;Шефмонтажные работы. Блок эжекторов ЭГ 200, ЭГ 201, ЭГ 202 Технический проект БЭГ 63.0000.00.0 комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.0019.005-ТХ1.ОЛ8 инв.№10171022;ЗЕЛЁНЫЙ;True;;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;2004;19-192603-С;"ООО ""ССТэнергомонтаж"", Россия, г. Мытищи, ИНН 5029120275, КПП 502901001, Info@sst-em.ru";5029120275;Лента саморегулирующаяся электрическая нагревательная 45ВТХ2-ВР по типу ТУ 001-39803459-2016.;Лента саморегулирующаяся электрическая нагревательная 45ВТХ2-ВР;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;1929;620-320208;"ООО ""ДорХан - Торговый Дом"", Россия, Московская обл., Одинцовский р-н, с. Акулово, ИНН 7722174859, КПП 503201001, info@doorhan.ru";7722174859;Ворота подъемно-секционные промышленные из стальных сэндвич-панелей ISD01. Размер 4200х4200 мм, цвет снаружи RAL 7004 серый, цвет изнутри RAL 9003 белый, вертикальный подъем с электроприводом. Коэффициент теплопроводности не менее 0,80 Вт/(м2 грС), ветровой район II. DoorHan ISD01 ГОСТ 31174-2017№ 50-023-052372 от 29 ноября 2022 г. п. 9. Масса-0,2382 т.;Ворота подъемно-секционные промышленные из стальных сэндвич-панелей ISD01. Размер 4200х4200 мм, цвет снаружи RAL 7004 серый, цвет изнутри RAL 9003 белый, вертикальный подъем с электроприводом. Коэффициент теплопроводности не менее 0,80 Вт/(м2 грС), ветровой район II. DoorHan ISD01 ГОСТ 31174-2017№ 50-023-052372 от 29 ноября 2022 г. п. 9. Масса-0,2382 т;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;568;648-468810-1;"ООО ""Инициатива"", ИНН 7716050936";7716050936;Пункт секционирования ПСС-10-м ТУ 3414-001-40244947-2008 Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.ВЭЛ.012.4703.000-ЭВ.ОЛ (изм.1) инв.№014329/0004.;Пункт секционирования Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.ВЭЛ.012.4703.000-ЭВ.ОЛ (изм.1) инв.№014329/0004;ЗЕЛЁНЫЙ;True;ПСС-10-М;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;745;203-38881-С;"АО ""СовПлим"", ИНН 7806019137";7806019137;Агрегат пылеулавливающий производительность 1500 м3/ч с вентилятором FUA-3000 (N-1,1кВт, n-2800об/мин.) ТУ 4861-006-05159840-2001 ПУ-1500 по типу ТУ 3646-009-05159840-2003.;Агрегат пылеулавливающий производительность 1500 м3/ч с вентилятором (N-1,1кВт, n-2800об/мин.) ПУ-1500;ЗЕЛЁНЫЙ;True;FUA;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;980;605-501799-Ш;"ООО ""ССТэнергомонтаж"", ИНН 5029120275";5029120275;Шефмонтажные работы. Щит питания и управления электрообогревом ЩЭО по типу ТУ 27.12.31-010-23157615-2017 Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.ВЖК.000.3313.003-ЭОЭ.ОЛ (изм.2). Масса-0 т.;Шефмонтажные работы. Щит питания и управления электрообогревом ЩЭО Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.ВЖК.000.3313.003-ЭОЭ.ОЛ (изм.2). Масса-0 т;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;1610;6310-396821;"АО ""Сигма-Оптик"" , Россия, п/о Менделеево, ИНН 7735004572, КПП 773501001, admin@sigma-optic.ru";7735004572;Датчик-сигнализатор акустический превышения уровней содержания твердых включений в потоке газа в трубопроводе ДСП-АКЭ-2 МГФК.413163.002 по типу ТУ(4215-001-35258752-02 по типу ТУ) Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.Кг.424.0000.000-АТТ1.ОЛ3 инв.№10173108№ 50-01/АВ-002092 от 22 января 2024 г. п. 24. Масса-0,04 т.;Датчик-сигнализатор акустический превышения уровней содержания твердых включений в потоке газа в трубопроводе Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.Кг.424.0000.000-АТТ1.ОЛ3 инв.№10173108№ 50-01/АВ-002092 от 22 января 2024 г. п. 24. Масса-0,04 т;ЗЕЛЁНЫЙ;True;ДСП-АКЭ-2 | МГФК.;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;2537;6410-467984;"ЗАО ""Росма"", ИНН 4719015564";4719015564;Термометр биметаллический коррозионностойкий в корпусе диаметром 100мм с радиальным расположением термобаллона, с диапазоном показаний от 0 до +100 град. С, резьбой присоединительного штуцера М20х1,5, с длиной погружения термобаллона 150 мм, класса точности 1,5 Термометр БТ-52.220 (0...+100град.С) М20х1,5. 150. 1,5 ТУ 4211-001-4719015564-2008.;Термометр биметаллический коррозионностойкий в корпусе диаметром 100мм с радиальным расположением термобаллона, с диапазоном показаний от 0 до +100 град. С, резьбой присоединительного штуцера М20х1,5, с длиной погружения термобаллона 150 мм, класса точности 1,5 Термометр (0...+100град.С) М20х1,5. 150. 1,5;ЗЕЛЁНЫЙ;True;БТ-52;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;1737;644-447674;"АО ""Трубопроводные системы и технологии"" (АО ""ТСТ""), Россия, г. Щёлково, ИНН 5012034772, КПП 505001001, info@pipe-st.ru";5012034772;Муфта изолирующая монолитная катодной защиты стальных трубопроводов ИММ-57-25,0-ХЛ1 по типу ТУ 3647-006-93719333-2009 комплектация по обосновывающему документу 0092.049.Р.13/1.0004.ГК.003.0000.000-ТЛ.ОЛ3 инв.№009679/0004. Масса-0,011 т.;Муфта изолирующая монолитная катодной защиты стальных трубопроводов ИММ-57-25,0-ХЛ1 комплектация по обосновывающему документу 0092.049.Р.13/1.0004.ГК.003.0000.000-ТЛ.ОЛ3 инв.№009679/0004. Масса-0,011 т;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;1787;640-426365;"ООО ""ПУ ""Казаньэлектрощит"", ИНН 1659033810";1659033810;"Пункт распределительный ~400 В, 50 Гц, номинальный ток 250 А со встроенным счетчиком измерения расхода электрической энергии (типа ""СЭТ-4ТМ.03М.09"") и УЗИП I+II класса, напольного исполнения, размером 1000(В)х650(Ш)х300(Г) мм, (N, PE), вводы кабелей сверху (спецзаказ - УЗИП I+II класса) в составе: ВН-32-363-УХЛ3-КЭАЗ - 1шт.; ВА47-29-1С20-УХЛ3-КЭАЗ - 2шт.; ВА47-29-1С16-УХЛ3-КЭАЗ - 2шт.; ВА47-29-1С10-УХЛ3-КЭАЗ - 5шт. ПР УХЛ4 IP31 по типу ТУ 3434-010-33874352-2015№ 50-021-023375 от 18 июня 2024 г. п. 43. Масса-0,08 т.";"Пункт распределительный ~400 В, 50 Гц, номинальный ток 250 А со встроенным счетчиком измерения расхода электрической энергии (типа ""СЭТ-4ТМ.03М.09"") и УЗИП I+II класса, напольного исполнения, размером 1000(В)х650(Ш)х300(Г) мм, (N, PE), вводы кабелей сверху (спецзаказ - УЗИП I+II класса) в составе: ВН-32-363-УХЛ3-КЭАЗ - 1шт.; ВА47-29-1С20-УХЛ3-КЭАЗ - 2шт.; ВА47-29-1С16-УХЛ3-КЭАЗ - 2шт.; ВА47-29-1С10-УХЛ3-КЭАЗ - 5шт. ПР УХЛ4 IP31 № 50-021-023375 от 18 июня 2024 г. п. 43. Масса-0,08 т";ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;901;605-478139-Ш;"ПАО ""Газпром Автоматизация"", ИНН 7704028125";7704028125;Шефмонтажные работы. Оборудование АСУТП УКПГ-45 Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.4901.000-АСУ.ОЛ1 (изм.2) инв.№053447/0004. Масса-0 т.;Шефмонтажные работы. Оборудование АСУТП УКПГ-45 Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.4901.000-АСУ.ОЛ1 (изм.2) инв.№053447/0004. Масса-0 т;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;2781;109-170180-С;"ООО ""Филипс"", Россия, Москва, ИНН 7704216778, КПП 770301001";7704216778;Лампа светодиодная, мощностью 10 Вт, световой поток 1020 лм, цоколь Е27, артикул 8718696822586 Philips.;Лампа светодиодная, мощностью 10 Вт, световой поток 1020 лм, цоколь Е27, Philips;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;267;643-456419-1;"ООО ""ГенПроВектор"", Россия, г. Нижний Новгород, ИНН 3257032024, КПП 526101001, info@gp-v.ru";3257032024;Станция насосная над артскважиной ТУ 28.99.39-001-29503638-2020 Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.ВЗ.000.2213.001-ВК.ОЛ (изм.1) инв.№027707/0004.;Станция насосная над Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.ВЗ.000.2213.001-ВК.ОЛ (изм.1) инв.№027707/0004;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;1620;630-392353;"ООО ""ПУ ""Казаньэлектрощит"", Россия, г.Казань, ИНН 1659033810, КПП 166001001, nikolaev@kazanelectro.ru";1659033810;"Устройство вводно-распределительное со встроенным счетчиком измерения расхода электрической энергии СЭТ-4ТМ.03М.09, 400В, N+PE в составе: вводной коммутационный аппарат - ВА47-29-3С16-УХЛ3-КЭАЗ - 1шт.; отходящие коммутационные аппараты - ВА47-29-1С10-УХЛ3-КЭАЗ - 8шт. ВРУ8-15-2Н-108-31УХЛ4 по типу ТУ 3434-010-33874352-2015. Масса-0,01 т.";"Устройство вводно-распределительное со встроенным счетчиком измерения расхода электрической энергии СЭТ-4ТМ.03М.09, 400В, N+PE в составе: вводной коммутационный аппарат - ВА47-29-3С16-УХЛ3-КЭАЗ - 1шт.; отходящие коммутационные аппараты - ВА47-29-1С10-УХЛ3-КЭАЗ - 8шт. ВРУ8-15-2Н-108-31УХЛ4 Масса-0,01 т";ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;822;604-454544-Ш;"ООО ""Газпром стройТЭК"", Россия, г. Санкт-Петербург, ИНН 7810946430, КПП 781001001, info@gazpromstroytek.ru";7810946430;Шефмонтажные работы. Оборудование СМПО Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.ПП.000.0000.000-СММТ1.ОЛ инв.№024829/0004. Масса-0 т.;Шефмонтажные работы. Оборудование СМПО Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.ПП.000.0000.000-СММТ1.ОЛ инв.№024829/0004. Масса-0 т;ЗЕЛЁНЫЙ;True;;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;1821;103-М90140-6;"ООО ""Промвентиляция-Сервис"" , ИНН 7107040785";7107040785;Трубы бесшовные обсадные под сварку [бурильные] утяжеленные наружний диаметр 244мм;Трубы бесшовные обсадные под сварку [бурильные] утяжеленные наружний диаметр 244мм;ЗЕЛЁНЫЙ;False;;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;1782;13-169640-С;"АО ""Выксунский металлургический завод"", ИНН 5247004695";5247004695;Труба ОШ-D-720х10-К60-Т40/60 по типу ТУ 1381-012-05757848-2015.;Труба ОШ-D-720х10-К60-Т40/60;ЗЕЛЁНЫЙ;True;;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;1166;19-282170-С;"ООО ""Белэнергомаш-БЗЭМ"", ИНН 3123315768";3123315768;Отвод ОК I 45-426(19К48)-9,8(14,7)-0,660-1,5Dн-60 по типу ТУ 1469-017-38948552-2015.;Отвод ОК I 45-426(19К48)-9,8(14,7)-0,660-1,5Dн-60;ЗЕЛЁНЫЙ;True;;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;825;13-361859-С;"АО ""Электрокабель ""Кольчугинский завод"" , ИНН 3306007697";3306007697;Кабель 5х16мк(N,PE)-1 Вз-ВБШвнг(А)-LS-ХЛ ТУ 16.К73.079-2007.;Кабель 5х16мк(N,PE)-1 Вз-ВБШвнг(А)-LS-ХЛ;ЗЕЛЁНЫЙ;True;;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;1155;19-376470-С;"АО ""Газстройдеталь"" , ИНН 7107003737";7107003737;Отвод ОК II 90град.-1020(30,0К60)-12,5(18,75)-В-1,5Dн-40 ТУ 1469-035-00153229-2015.;Отвод ОК II 90град.-1020(30,0К60)-12,5(18,75)-В-1,5Dн-40;ЗЕЛЁНЫЙ;True;;
009256_СВО_1-7_98.3(1).xlsx;выборка оборудования;2549;649-452777;"ООО НПФ ""Спецсистемы"", Россия, г.Тверь, ИНН 6904007811, КПП 695001001, specsystem@mail.ptl.ru";6904007811;"Извещатель пожарный тепловой многоточечный в составе: - Блок сопряжения: БС (А)Пл-1-2вв-3.3  1 шт.; - Датчик ДПТ R Пл.1  55м; - Коробка коммутационная (проходная): КК-02-2вв-2 шт.; Коробка коммутационная (конечная): КК-01-2вв  2 шт.; - комплект крепежный  2 шт.; Трос (проволока оцинкованная 1,2мм)  55м ИП 102-2х2 по типу ТУ 25-0909.0010-93. Масса-0,0038 т.";"Извещатель пожарный тепловой многоточечный в составе: - Блок сопряжения: БС (А)Пл-1-2вв-3.3 1 шт.; - Датчик ДПТ R Пл.1 55м; - Коробка коммутационная (проходная): шт.; Коробка коммутационная (конечная): КК-01-2вв 2 шт.; - комплект крепежный 2 шт.; Трос (проволока оцинкованная 1,2мм) 55м ИП 102-2х2 Масса-0,0038 т";ЗЕЛЁНЫЙ;True;КК-02;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;879;19-460181-С;"ООО НПП ""Спецкабель"", ИНН 7701165130";7701165130;Кабель 4х2эфх1,0 м3 СКАБ-СЭф 660Кнг(А)-FRLS-ХЛ ТУ 27.32.13-099-47273194-2020.;Кабель 4х2эфх1,0 м3 660Кнг(А)-FRLS-ХЛ;ЗЕЛЁНЫЙ;True;СКАБ-СЭф;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;1534;13-329585-С;"АО ""Благовещенский арматурный завод"", Россия, г.Благовещенск, ИНН 0258001489, КПП 025801001, BAZ@UFANET.RU";0258001489;"Затвор обратный поворотный фланцевый КОП 50-100 (19нж69нж) DN 50 PN 100 кгс/см2, климатическое исполнение ХЛ1 (-60 гр.С), раб. ср.-""газ"", tраб.ср. от -60град.С до +600град.С. Герметичность затвора класс ""А"" по ГОСТ 9544. Сейсмостойкое исполнение до 9 баллов по шкале MSK-64"". В комплекте с ответными фланцами из стали 09Г2С крепежом и прокладками. КОП 50-100 ХЛ1 19нж69нж ТУ 3742-009-07533604-2009.";"Затвор обратный поворотный фланцевый КОП 50-100 (19нж69нж) DN 50 PN 100 кгс/см2, климатическое исполнение ХЛ1 (-60 гр.С), раб. ср.-""газ"", tраб.ср. от -60град.С до +600град.С. Герметичность затвора класс ""А"" по ГОСТ 9544. Сейсмостойкое исполнение до 9 баллов по шкале MSK-64"". В комплекте с ответными фланцами из стали 09Г2С крепежом и прокладками. КОП 50-100 ХЛ1 19нж69нж";ЗЕЛЁНЫЙ;True;;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;1616;19-475425-С;"ООО ""Ньюфрост"", ИНН 5037003085";5037003085;"Термостабилизатор ТСГ-13.2; Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.1032.102-ТСГ.ОЛ1 инв.№050099/0004.";"Термостабилизатор ТСГ-13.2; Комплектация по обосновывающему документу 0092.049.Р.13/1.0004.УКПГ.045.1032.102-ТСГ.ОЛ1 инв.№050099/0004";ЗЕЛЁНЫЙ;True;;
009256_УСВР_СМР_1-7_КАЗ(1).xlsx;Готово;1847;634-373734;"ООО Завод Противопожарного Оборудования ""ГАЗБАЛТПРОМ"", ИНН 1001353434";1001353434;"Установка пожаротушения для помещений в шкафу пожарном двухмодульном ""Кузьмич"" в комплекте с взрывозащищенным КИП и пенообразователем (приставной с подводом водовода слева, с пожарным клапаном DN50, объем пенообразователя 80л, габариты 1500х1650х295 мм, цвет красный) УП(П)-2-П/П-50-К/О/ПО-2-003, по типу ТУ 28.99.39-006-63887518-2021№ 50-01_АВ-037259 от 25 августа 2023 г. п. 1. Масса-0,285 т.";"Установка пожаротушения для помещений в шкафу пожарном двухмодульном ""Кузьмич"" в комплекте с взрывозащищенным КИП и пенообразователем (приставной с подводом водовода слева, с пожарным клапаном DN50, объем пенообразователя 80л, габариты 1500х1650х295 мм, цвет красный) УП(П)-2-П/П-50-К/О/ПО-2-003, № 50-01_АВ-037259 от 25 августа 2023 г. п. 1. Масса-0,285 т";ЗЕЛЁНЫЙ;True;;
