Код Autodocs;Завод;Исходное;v15;Статус;KEEP loss;Idempotence fail;Residual confirmed;Референс
-462097;"Общество с ограниченной ответственностью ""Театрально-техническая корпорация"" (ООО ""ТТК""), Россия, Санкт-Петербург, ИНН 7801633738, КПП 780101001, info@ttc.spb.ru";Шефмонтажные работы. Вывеска из объемных букв с подсветкой, крепление на фасад, цветовая температура 4000К, с возможностью диммирования DALI, источник напряжения с гальванической развязкой для светодиодных изделий напряжением 230В/24В входит в комплект поставки. Комплектация по обосновывающему документу 4819.001.Р.0/0.0004.СОК.005.4301.001-ЭО2.ОЛ2 (изм.2) инв.№032382/0004;Шефмонтажные работы. Вывеска из объемных букв с подсветкой, крепление на фасад, цветовая температура 4000К, с возможностью диммирования DALI, источник напряжения с гальванической развязкой для светодиодных изделий напряжением 230В/24В входит в комплект поставки. Комплектация по обосновывающему документу 4819.001.Р.0/0.0004.СОК.005.4301.001-ЭО2.ОЛ2 (изм.2) инв.№032382/0004;ЗЕЛЁНЫЙ;False;False;;Шефмонтажные работы. Вывеска из объемных букв с подсветкой, крепление на фасад, цветовая температура 4000К, с возможностью диммирования DALI, источник напряжения с гальванической развязкой для светодиодных изделий напряжением 230В/24В входит в комплект поставки. Комплектация по обосновывающему документу 4819.001.Р.0/0.0004.СОК.005.4301.001-ЭО2.ОЛ2 (изм.2) инв.№032382/0004
262436;"ООО ""Самсон Контролс"", Россия, Москва, ИНН 7709262190, КПП 770901001, samson@samson.ru";Клапан регулирующий фланцевый с электроприводом DN 300 PN 4,0 МПа ТУ 28.14.11-020-18646837-2019 комплектация по обосновывающему документу 3182.054.П.0/0.0004.147.001.0505.100-ТХ.ОЛ10-1;Клапан регулирующий фланцевый с электроприводом DN 300 PN 4,0 МПа комплектация по обосновывающему документу 3182.054.П.0/0.0004.147.001.0505.100-ТХ.ОЛ10-1;ЗЕЛЁНЫЙ;False;False;;Клапан регулирующий фланцевый с электроприводом DN 300 PN 4,0 МПа комплектация по обосновывающему документу 3182.054.П.0/0.0004.147.001.0505.100-ТХ.ОЛ10-1
191542;"ГК ""Конструктив"", Россия, Санкт-Петербург, ИНН 7819026727, КПП 781901001, info@constructive.ru";Бокс под плинты 19” RP 118;Бокс под плинты 19” RP 118;ЗЕЛЁНЫЙ;False;False;;Бокс под плинты 19” RP 118
141796;"ООО ""ТехОптТорг"", Россия, г. Екатеринбург, ИНН 6664071232, КПП 667901001, lab@totural.ru";Анеморумбограф, диапазон измерения мгновенной скорости ветра, м/с: 1,5...60, средней скорости ветра, м/с: 1,2...40, максимальной скорости ветра, м/с: 3...60, направления ветра: 0...360о, потребляемая мощность, кВт: 0,03, напряжения питания, В: 220, источник постоянного тока 12 В, габаритные размеры датчика ветра, мм: 690х290х635, пульта, мм: 260х210х140, блока питания, мм: 200х210х140 М63МР;Анеморумбограф, диапазон измерения мгновенной скорости ветра, м/с: 1,5...60, средней скорости ветра, м/с: 1,2...40, максимальной скорости ветра, м/с: 3...60, направления ветра: 0...360о, потребляемая мощность, кВт: 0,03, напряжения питания, В: 220, источник постоянного тока 12 В, габаритные размеры датчика ветра, мм: 690х290х635, пульта, мм: 260х210х140, блока питания, мм: 200х210х140 М63МР;ЗЕЛЁНЫЙ;False;False;;Анеморумбограф, диапазон измерения мгновенной скорости ветра, м/с: 1,5...60, средней скорости ветра, м/с: 1,2...40, максимальной скорости ветра, м/с: 3...60, направления ветра: 0...360о, потребляемая мощность, кВт: 0,03, напряжения питания, В: 220, источник постоянного тока 12 В, габаритные размеры датчика ветра, мм: 690х290х635, пульта, мм: 260х210х140, блока питания, мм: 200х210х140 М63МР
215203;"000 ""КП Крокус"", Россия, г. Иркутск, ИНН 3810326528, КПП 381001001, krokusirk@mail.ru";Азот газообразный, 40 л ГОСТ 9293-74;Азот газообразный, 40 л ГОСТ 9293-74;ЗЕЛЁНЫЙ;False;False;;Азот газообразный, 40 л ГОСТ 9293-74
247030;"ООО ""МЕДПЛАНТ"", Россия, Москва, ИНН 7718156134, КПП 772301001, medplant@medplant.ru";"Укладка для оказания первой помощи при чрезвычайных ситуациях и стихийных бедствиях УППЧС-01-""Медплант"" в укладке УМСП-01-П/3 УППчс-01; Арт. 410";Укладка для оказания первой помощи при чрезвычайных ситуациях и стихийных бедствиях УППЧС-01- в укладке УМСП-01-П/3 УППчс-01;ЗЕЛЁНЫЙ;False;False;;"Укладка для оказания первой помощи при чрезвычайных ситуациях и стихийных бедствиях УППЧС-01-""Медплант"" в укладке УМСП-01-П/3 УППчс-01"
360689;"ООО ""ДИМАКС"", ИНН 7731321436";Скамья со спинкой, с регулируемой опорой. Габариты, мм-1500х350х870. Арт: T314 СТ-5П ГОСТ 16371-2014;Скамья со спинкой, с регулируемой опорой. Габариты, мм-1500х350х870. СТ-5П ГОСТ 16371-2014;ЗЕЛЁНЫЙ;False;False;;Скамья со спинкой, с регулируемой опорой. Габариты, мм-1500х350х870. СТ-5П ГОСТ 16371-2014
434620;"ООО ""СК ДИЗАЙН РИТЕЙЛ"", Россия, Санкт-Петербург, ИНН 7811735200, КПП 780601001, info@skdesign.ru";Диван-кровать дизайнерский 3-местный Bari, шагающая еврокнижка, габаритные размеры, мм: 2120х980х880 арт.BAR-EKL-2L/190-BEI ТУ 31.09.12-004-31678747-2023;Диван-кровать дизайнерский 3-местный Bari, шагающая еврокнижка, габаритные размеры, мм: 2120х980х880;ЗЕЛЁНЫЙ;False;False;;Диван-кровать дизайнерский 3-местный Bari, шагающая еврокнижка, габаритные размеры, мм: 2120х980х880
162861;"ООО ""ГП СПЕЦОБОРОНА"", ИНН 7804606556";Установка cдвоенная фильтра ячейкового типа ФЯРБ производительностью 1500 м3/ч ТУ 4863-005-72424303-2016;Установка cдвоенная фильтра ячейкового типа ФЯРБ производительностью 1500 м3/ч;ЗЕЛЁНЫЙ;False;False;;Установка cдвоенная фильтра ячейкового типа ФЯРБ производительностью 1500 м3/ч
256263;"ООО ""АвтоКАМ"", Россия, г. Долгопрудный, ИНН 5008033078, КПП 500801001, avterehov@mail.ru";Автоцистерна. Исполнение ХЛ по ГОСТ 15150-69. Колесная формула - 6х6. Двигатель-КАМАЗ-740.31-260 (ЕВРО 2). Номинальная вместимость цистерны, л - 11200. С насосом и счетчиком жидкости для контроля количества выданного топлива. Габариты, мм - 8510х2500х3740. Комплектация - базовая НЕФАЗ 66062-0000213-10 на шасси КАМАЗ-43118-10 Комплектация по обосновывающему документу 0092.020.013.Р4.0004.653.0000.3210.008-ТХВ.ОЛ20 (изм.4) инв.№10100891;Автоцистерна. Исполнение ХЛ по ГОСТ 15150-69. Колесная формула - 6х6. Двигатель- (ЕВРО 2). Номинальная вместимость цистерны, л - 11200. С насосом и счетчиком жидкости для контроля количества выданного топлива. Габариты, мм - 8510х2500х3740. Комплектация - базовая НЕФАЗ 66062-0000213-10 на шасси Комплектация по обосновывающему документу 0092.020.013.Р4.0004.653.0000.3210.008-ТХВ.ОЛ20 (изм.4) инв.№10100891;ЗЕЛЁНЫЙ;False;False;;Автоцистерна. Исполнение ХЛ по ГОСТ 15150-69. Колесная формула - 6х6. Двигатель-КАМАЗ-740.31-260 (ЕВРО 2). Номинальная вместимость цистерны, л - 11200. С насосом и счетчиком жидкости для контроля количества выданного топлива. Габариты, мм - 8510х2500х3740. Комплектация - базовая НЕФАЗ 66062-0000213-10 на шасси КАМАЗ-43118-10 Комплектация по обосновывающему документу 0092.020.013.Р4.0004.653.0000.3210.008-ТХВ.ОЛ20 (изм.4) инв.№10100891
148416;"ООО ""Теплоизоляция Пермь"", Россия, г. Пермь, ИНН 5906109246, КПП 590301001, info@aeroflex-russia.ru";Анализатор радиосвязи Service Monitor 2945B;Анализатор радиосвязи Service Monitor 2945B;ЗЕЛЁНЫЙ;False;False;;Анализатор радиосвязи Service Monitor 2945B
83286;"ОАО ""АлМет"", Россия, г.Ульяновск";Антенна спутниковая осесимметричная приёмная с температурным диапазоном эксплуатации антенного поста от минус 50°С до плюс 60°С SUPRAL СТВ-2,0-1.1 АУМ;Антенна спутниковая осесимметричная приёмная с температурным диапазоном эксплуатации антенного поста от минус 50°С до плюс 60°С SUPRAL СТВ-2,0-1.1 АУМ;ЖЁЛТЫЙ;False;False;;Антенна спутниковая осесимметричная приёмная с температурным диапазоном эксплуатации антенного поста от минус 50°С до плюс 60°С SUPRAL СТВ-2,0-1.1 АУМ
191579;Компания Canon, Россия, Москва;Принтер Canon iPF770 Широкоформатный принтер Canon iPF770;Принтер Canon iPF770 Широкоформатный принтер Canon iPF770;ЖЁЛТЫЙ;False;False;;Принтер Canon iPF770 Широкоформатный принтер Canon iPF770
214330;"ЗАО  ""АлтайСпецИзделия"", Россия, г.Барнаул, Россия, г.Барнаул";Станция насосная блочная. Габариты, мм - 6000х3000х3000 БНС-1Н-80 ТУ 3631-001-81017117-2008 Комплектация по обосновывающему документу 4650.00.П.02.УКПГ.000.331.ТХВ.ОЛ3;Станция насосная блочная. Габариты, мм - 6000х3000х3000 БНС-1Н-80 Комплектация по обосновывающему документу 4650.00.П.02.УКПГ.000.331.ТХВ.ОЛ3;ЗЕЛЁНЫЙ;False;False;;Станция насосная блочная. Габариты, мм - 6000х3000х3000 БНС-1Н-80 Комплектация по обосновывающему документу 4650.00.П.02.УКПГ.000.331.ТХВ.ОЛ3
343816;"ООО НПЦ ""Кропус"", ИНН 5031052390";Видеоэндоскоп K-expert8-15000-4 с диаметром рабочей части 8 мм, длиной рабочей части 15000 мм в кейсе ТУ 4276-061-33044610-17;Видеоэндоскоп K-expert8-15000-4 с диаметром рабочей части 8 мм, длиной рабочей части 15000 мм в кейсе;ЗЕЛЁНЫЙ;False;False;;Видеоэндоскоп K-expert8-15000-4 с диаметром рабочей части 8 мм, длиной рабочей части 15000 мм в кейсе
263554;"ООО ""НПО СОВИТЭК"", Россия, Москва, ИНН 7726760974, КПП 772401001, info@sovitek.ru";Заглушка наружная для труб ССД-Пайп 110 мм 110611-00033;Заглушка наружная для труб ССД-Пайп 110 мм 110611-00033;ЗЕЛЁНЫЙ;False;False;;Заглушка наружная для труб ССД-Пайп 110 мм 110611-00033
275482;"ООО НПП ""РОСГЕОКапитал-ГРУПП"", ИНН 3702642244";Геотекстиль иглопробивной ГеоСТЭК И-ПЭ-250(5х25) ТУ 8397-025-89632342-2013;Геотекстиль иглопробивной ГеоСТЭК И-ПЭ-250(5х25);ЗЕЛЁНЫЙ;False;False;;Геотекстиль иглопробивной ГеоСТЭК И-ПЭ-250(5х25)
141844;"ПАО ""Стеклоприбор"", Россия, Москва";Колба Кьельдаля 1-50-14/23 ГОСТ 25336-82*;Колба Кьельдаля 1-50-14/23 ГОСТ 25336-82*;ЖЁЛТЫЙ;False;False;;Колба Кьельдаля 1-50-14/23 ГОСТ 25336-82*
439322;"ООО ЛМЗ ""РОСТЛЮК"", ИНН 6168105935";Дождеприемник магистральный ДМ2 (С250)-6-37х78 ГОСТ 3634-2019;Дождеприемник магистральный ДМ2 (С250)-6-37х78 ГОСТ 3634-2019;ЗЕЛЁНЫЙ;False;False;;Дождеприемник магистральный ДМ2 (С250)-6-37х78 ГОСТ 3634-2019
105233;"ООО ""НЕД"", Россия, Москва";Установка приточная с комплектом автоматики VR 50-30/25.4Е Комплектация по обосновывающему документу 4551РД7.00.Р.01.ПБ.000.75.ОВ.Н1 инв.№787376;Установка приточная с комплектом автоматики VR 50-30/25.4Е Комплектация по обосновывающему документу 4551РД7.00.Р.01.ПБ.000.75.ОВ.Н1 инв.№787376;ЖЁЛТЫЙ;False;False;;Установка приточная с комплектом автоматики VR 50-30/25.4Е Комплектация по обосновывающему документу 4551РД7.00.Р.01.ПБ.000.75.ОВ.Н1 инв.№787376
247935;"ООО ДО ""ХРС"" , ИНН 0278921131";Стандарт-титр калий перманганат 0,1Н ТУ 2642-001-33813273-97;Стандарт-титр калий перманганат 0,1Н;ЗЕЛЁНЫЙ;False;False;;Стандарт-титр калий перманганат 0,1Н
375149;"ООО ""АСТРОНОРД"", ИНН 7804687234";Кабель данных RS-232, L=5.0 м DB9m-DB9f-5.0;Кабель данных RS-232, L=5.0 м DB9m-DB9f-5.0;ЗЕЛЁНЫЙ;False;False;;Кабель данных RS-232, L=5.0 м DB9m-DB9f-5.0
70833;"ОАО ""Протон"" , Россия, г.Орел";Светильник полупроводниковый, в комплекте со светодиодной лампой мощностью 9 вт, степень защиты IP54, климатическое исполнение У2 Бонус-11(ССО-А-220-022 Н У2) ТУ 3461-005-41677105-09;Светильник полупроводниковый, в комплекте со светодиодной лампой мощностью 9 вт, степень защиты IP54, климатическое исполнение У2 Бонус-11(ССО-А-220-022 Н У2);ЖЁЛТЫЙ;False;False;;Светильник полупроводниковый, в комплекте со светодиодной лампой мощностью 9 вт, степень защиты IP54, климатическое исполнение У2 Бонус-11(ССО-А-220-022 Н У2)
269320;"ООО ""Дастин"", Россия, г. Томск";Ламинатор пакетный, система нагрева: внутренний нагрев, толщина ламинирования, мм: 2, температура нагрева, оС: 180, потребляемая мощность, кВт: 0,42, габаритные размеры, мм: 240х540х105 FGK PDA3-330CN;Ламинатор пакетный, система нагрева: внутренний нагрев, толщина ламинирования, мм: 2, температура нагрева, оС: 180, потребляемая мощность, кВт: 0,42, габаритные размеры, мм: 240х540х105 FGK PDA3-330CN;ЖЁЛТЫЙ;False;False;;Ламинатор пакетный, система нагрева: внутренний нагрев, толщина ламинирования, мм: 2, температура нагрева, оС: 180, потребляемая мощность, кВт: 0,42, габаритные размеры, мм: 240х540х105 FGK PDA3-330CN
207586;"ООО ""ДорХан - Торговый Дом""";Ворота подъемно-секционные промышленные для работы во взрывоопасных зонах, размер 3000х3000 мм, стандартный подъем, цвет снаружи RAL 7004 серый, цвет изнутри RAL 9003 белый, ручной и электрический привод, тип поверхности stucco, количество циклов открывания/закрывания 25000, коэффициент теплопроводности 0,38 Вт/(м2 грС), звукоизоляция 24дБ, ветровая нагрузка 5 класс (200 км/ч) DoorHan ISD01Е ТУ 28.12.10.112-001-58988507-2017;Ворота подъемно-секционные промышленные для работы во взрывоопасных зонах, размер 3000х3000 мм, стандартный подъем, цвет снаружи RAL 7004 серый, цвет изнутри RAL 9003 белый, ручной и электрический привод, тип поверхности stucco, количество циклов открывания/закрывания 25000, коэффициент теплопроводности 0,38 Вт/(м2 грС), звукоизоляция 24дБ, ветровая нагрузка 5 класс (200 км/ч) DoorHan ISD01Е;ЗЕЛЁНЫЙ;False;False;;Ворота подъемно-секционные промышленные для работы во взрывоопасных зонах, размер 3000х3000 мм, стандартный подъем, цвет снаружи RAL 7004 серый, цвет изнутри RAL 9003 белый, ручной и электрический привод, тип поверхности stucco, количество циклов открывания/закрывания 25000, коэффициент теплопроводности 0,38 Вт/(м2 грС), звукоизоляция 24дБ, ветровая нагрузка 5 класс (200 км/ч) DoorHan ISD01Е
223780;"ООО ""Производственная Корпорация Титан"", Россия, г.Лобня, ИНН 7705632040, КПП 770501001, info@pktitan.ru";Зонт вытяжной пристенный с лабиринтным жироуловителем ЗПВ-0,8х0,65;Зонт вытяжной пристенный с лабиринтным жироуловителем ЗПВ-0,8х0,65;ЗЕЛЁНЫЙ;False;False;;Зонт вытяжной пристенный с лабиринтным жироуловителем ЗПВ-0,8х0,65
370764;"ООО ""Торгово-промышленный дом Паритет"", Россия, г.Подольск, ИНН 5074008028, КПП 503601001, zakaz@paritet.su";Кабель для структурированных систем связи 4х2х0,52 ParLan U/UTP Cat5e ZH нг(А)-FRHF ТУ 3574-030-39793330-2016;Кабель для структурированных систем связи 4х2х0,52 ParLan U/UTP Cat5e ZH нг(А)-FRHF;ЗЕЛЁНЫЙ;False;False;;Кабель для структурированных систем связи 4х2х0,52 ParLan U/UTP Cat5e ZH нг(А)-FRHF
217955;"ООО ""Ферропласт Медикал"", Россия, г.Ярославль, ИНН 7603020472, КПП 762101001, ferroplast@mail.ru";Камера бактерицидная. Напряжение, В-220. Мощность, ВА-40. Габариты,мм - 600х350х350 КБ-03-Я-ФП ТУ 9452-003-55307168-2004;Камера бактерицидная. Напряжение, В-220. Мощность, ВА-40. Габариты,мм - 600х350х350 КБ-03-Я-ФП;ЗЕЛЁНЫЙ;False;False;;Камера бактерицидная. Напряжение, В-220. Мощность, ВА-40. Габариты,мм - 600х350х350 КБ-03-Я-ФП
234171;"ООО ""ТехСервисСнаб"", Россия, Москва, ИНН 774380015, КПП 771301001, tss-avto@mail.ru";Комплект приборов и инструмента начальника КТП. Габариты, мм- 850х470х1055 КИН-2;Комплект приборов и инструмента начальника КТП. Габариты, мм- 850х470х1055 КИН-2;ЗЕЛЁНЫЙ;False;False;;Комплект приборов и инструмента начальника КТП. Габариты, мм- 850х470х1055 КИН-2
218792;"ООО ""НПК ""ЛакоКрасПокрытие"", ИНН 7604272754";Паста теплопроводящая кремнийорганическая КПТ-8 ГОСТ 19783-74;Паста теплопроводящая кремнийорганическая КПТ-8 ГОСТ 19783-74;ЗЕЛЁНЫЙ;False;False;;Паста теплопроводящая кремнийорганическая КПТ-8 ГОСТ 19783-74
183118;"ООО ""Нефтегазимпекс"", Россия, Москва";Устройство коррозионного мониторинга УКМ-Л-2,4-Б-НГИ НФГА.424248.004 ТУ 3435-001-18213558-2014 Устройство коррозионного мониторинга УКМ-Л-2,4-Б-НГИ. Комплектация по обосновывающему документу 11.064.1-09.01-062.01-ЭЗ1-0Л1 (изм.1) инв.№881656;Устройство коррозионного мониторинга УКМ-Л-2,4-Б-НГИ НФГА.424248.004 Устройство коррозионного мониторинга УКМ-Л-2,4-Б-НГИ. Комплектация по обосновывающему документу 11.064.1-09.01-062.01-ЭЗ1-0Л1 (изм.1) инв.№881656;ЖЁЛТЫЙ;False;False;;Устройство коррозионного мониторинга УКМ-Л-2,4-Б-НГИ НФГА.424248.004 коррозионного мониторинга УКМ-Л-2,4-Б-НГИ. Комплектация по обосновывающему документу 11.064.1-09.01-062.01-ЭЗ1-0Л1 (изм.1) инв.№881656
309764;"ООО ""Нефтегазовая Промышленная Арматура"", Россия, Москва";Блок камеры запуска-приема Ду 500 Pу 24,0 МПа, с затвором быстродействующим байонетного типа. КБ-ЗП-Г-500-24,0-С-П-УХЛ1 ТУ 3683-003-86534248-2012 комплектация по обосновывающему документу 4646РД/БТК.00.Р.02.УКПГ.000.429.ТХ.ОЛ1 (изм.4) инв.№10145208;Блок камеры запуска-приема Ду 500 Pу 24,0 МПа, с затвором быстродействующим байонетного типа. КБ-ЗП-Г-500-24,0-С-П-УХЛ1 комплектация по обосновывающему документу 4646РД/БТК.00.Р.02.УКПГ.000.429.ТХ.ОЛ1 (изм.4) инв.№10145208;ЗЕЛЁНЫЙ;False;False;;Блок камеры запуска-приема Ду 500 Pу 24,0 МПа, с затвором быстродействующим байонетного типа. КБ-ЗП-Г-500-24,0-С-П-УХЛ1 комплектация по обосновывающему документу 4646РД/БТК.00.Р.02.УКПГ.000.429.ТХ.ОЛ1 (изм.4) инв.№10145208
462750;"ООО ""ПЕНОПЛЭКС СПб"", Россия, Санкт-Петербург, ИНН 7825133660, КПП 783450001, penoplex@penoplex.ru";Сегмент теплоизоляционный на трубопровод диаметром 820 мм ПЕНОПЛЭКС 45 С-2400.830.50 ТУ 5767-003-54349294-2013;Сегмент теплоизоляционный на трубопровод диаметром 820 мм 45 С-2400.830.50;ЗЕЛЁНЫЙ;False;False;;Сегмент теплоизоляционный на трубопровод диаметром 820 мм ПЕНОПЛЭКС 45 С-2400.830.50
170707;"ООО ""Завод МетаКон"", Россия, Ярославская область, г. Рыбинск";Шкаф инструментальный. Габариты, мм-1900 x 950 x 500 СШИ-02.10.06 ГОСТ 16371-2014;Шкаф инструментальный. Габариты, мм-1900 x 950 x 500 СШИ-02.10.06 ГОСТ 16371-2014;ЗЕЛЁНЫЙ;False;False;;Шкаф инструментальный. Габариты, мм-1900 x 950 x 500 СШИ-02.10.06 ГОСТ 16371-2014
248640;"ООО ""Атташе трейд"", Россия, Москва, ИНН 7707407611, КПП 770701001, attache-info@mail.ru";Стенд информационный Attache на 8 карманов. Габариты, мм - 780х990х5 арт. 138717.;Стенд информационный Attache на 8 карманов. Габариты, мм - 780х990х5;ЗЕЛЁНЫЙ;False;False;;Стенд информационный Attache на 8 карманов. Габариты, мм - 780х990х5
66038;"АО ""Первоуральский новотрубный завод"", Россия, г. Первоуральск";Труба 12х1 ГОСТ 8734-75/В 09Г2С ГОСТ 8733-74;Труба 12х1 ГОСТ 8734-75/В 09Г2С ГОСТ 8733-74;ЗЕЛЁНЫЙ;False;False;;Труба 12х1 ГОСТ 8734-75/В 09Г2С ГОСТ 8733-74
23782;"ПАО ""Челябинский трубопрокатный завод"", Россия, г.Челябинск, ИНН 7449006730, КПП 997450001, info@chelpipe.ru";Труба 89х4 ГОСТ 8732-78/В 10 ГОСТ 8731-74;Труба 89х4 ГОСТ 8732-78/В 10 ГОСТ 8731-74;ЗЕЛЁНЫЙ;False;False;;Труба 89х4 ГОСТ 8732-78/В 10 ГОСТ 8731-74
270528;"Группа Компаний ""СаратовПрибор"", Россия, г.Саратов, ИНН 6453104873, КПП 645301001, sale-radar@mail.ru";"Плакат указательный ""ЗАЗЕМЛЕНО"", размеры 100х50 СО 153-34.03.603-2003";"Плакат указательный ""ЗАЗЕМЛЕНО"", размеры 100х50 СО 153-34.03.603-2003";ЗЕЛЁНЫЙ;False;False;;"Плакат указательный ""ЗАЗЕМЛЕНО"", размеры 100х50 СО 153-34.03.603-2003"
148135;"АО""ТЕКСКОР"", ИНН 3435991384";Геосетка ГСП (П) 50/50-20 (500) ТУ 8397-100-53578992-2012;Геосетка ГСП (П) 50/50-20 (500);ЗЕЛЁНЫЙ;False;False;;Геосетка ГСП (П) 50/50-20 (500)
275083;"ООО ""НПО ""ПРИБОР"" ГАНК"", Россия, г. Москва";Газоанализатор автоматический переносной. Комплектация по обосновывающему документу ГАНК-4 (А) КПГУ 413322002 ТУ 4505.00.Р.01.ВЖК-ПБ.3.155.ХЛ.ОЛ11 (изм.1) инв.№10127424;Газоанализатор автоматический переносной. Комплектация по обосновывающему документу (А) КПГУ 413322002 4505.00.Р.01.ВЖК-ПБ.3.155.ХЛ.ОЛ11 (изм.1) инв.№10127424;ЗЕЛЁНЫЙ;False;False;;Газоанализатор автоматический переносной. Комплектация по обосновывающему документу ГАНК-4 (А) КПГУ 413322002 инв.№10127424
65386;"ОАО ""Камкабель"", г.Пермь, ИНН 5904184047, КПП 590150001, kamkabel@kamkabel.ru";Кабель 27х1,0 КППГнг(А)-FRHF ТУ 16.К71-339-2004;Кабель 27х1,0 КППГнг(А)-FRHF;ЗЕЛЁНЫЙ;False;False;;Кабель 27х1,0 КППГнг(А)-FRHF
218235;"ООО ПНФ ""ЛГ автоматика"" , Россия, Москва";Клапан регулирующий пружинный DN50 PN10 МПа Kvy0,4 м3/ч в комплекте с ответными фланцами и крепежом КМР-ЛГ-РД пп 501 С 25 0,4 УХЛ (3,68/3,3) ТУ 3712-012-17839959-05 Комплектация по обосновывающему документу 4505.00.Р.01.УКПГ-ГП.000.128.АЗП.ОЛ5 инв.№10019726;Клапан регулирующий пружинный DN50 PN10 МПа Kvy0,4 м3/ч в комплекте с ответными фланцами и крепежом пп 501 С 25 0,4 УХЛ (3,68/3,3) Комплектация по обосновывающему документу 4505.00.Р.01.УКПГ-ГП.000.128.АЗП.ОЛ5 инв.№10019726;ЗЕЛЁНЫЙ;False;False;;Клапан регулирующий пружинный DN50 PN10 МПа Kvy0,4 м3/ч в комплекте с ответными фланцами и крепежом КМР-ЛГ-РД пп 501 С 25 0,4 УХЛ (3,68/3,3) Комплектация по обосновывающему документу 4505.00.Р.01.УКПГ-ГП.000.128.АЗП.ОЛ5 инв.№10019726
166962;"ТГП ""ТЕХЭЛЕКТРО"", Россия, Москва";Трубки термоусадочные с коэффициентом усадки 2:1 ТУТ (ж/з)нг 8/4 ТУ 2247-002-59861269-2006;Трубки термоусадочные с коэффициентом усадки 2:1 ТУТ (ж/з)нг 8/4;ЖЁЛТЫЙ;False;False;;Трубки термоусадочные с коэффициентом усадки 2:1 ТУТ (ж/з)нг 8/4
124339;"ООО ""Компания ""АЛЬФА-КОМ"", Россия, Москва, ИНН 7719558453, КПП 771901001, alpha@alpha-company.ru";Плата внутренних линий 16 портовая SLC16 KX-TDA0174;Плата внутренних линий 16 портовая SLC16 KX-TDA0174;ЗЕЛЁНЫЙ;False;False;;Плата внутренних линий 16 портовая SLC16 KX-TDA0174
306152;"ООО ""АРТАКОМ"", Россия, Москва, ИНН 7736680090, КПП 770301001, sales@artakom.ru";Резистор постоянный непроволочный тонкопленочный общего применения С2-33Н-0,5 АИ 4,7 кОм±1,0%-А ОЖО.467.173 ТУ;Резистор постоянный непроволочный тонкопленочный общего применения С2-33Н-0,5 АИ 4,7 кОм±1,0%-А ОЖО.467.173;ЗЕЛЁНЫЙ;False;False;;Резистор постоянный непроволочный тонкопленочный общего применения С2-33Н-0,5 АИ 4,7 кОм±1,0%-А ОЖО.467.173
379040;"ООО ""НетАП"", Россия, Москва";Приставка абонентская NetUP Android TV box ТУ 6574-7013-37287924-2022;Приставка абонентская NetUP Android TV box;ЖЁЛТЫЙ;False;False;;Приставка абонентская NetUP Android TV box
70349;"ЗАО фирма ""ПРОКОНСИМ"", ИНН 7730041771";"Воздухоотводчик автоматический, латунный, с резьбовым присоединением 1/2"" Артикул 173913050";"Воздухоотводчик автоматический, латунный, с резьбовым присоединением 1/2""";ЗЕЛЁНЫЙ;False;False;;"Воздухоотводчик автоматический, латунный, с резьбовым присоединением 1/2"""
525836;"ООО ""НЕФТЕХ"", ИНН 7202019783";Соединение быстроразъемное DN 50 РN 1,6 МПа, климатического исполнения У1, для присоединения к трубопроводу 57х4 мм, сталь привариваемых концов 09Г2С БРС 2-48/58 ТУ 3666-016-32729091-04;Соединение быстроразъемное DN 50 РN 1,6 МПа, климатического исполнения У1, для присоединения к трубопроводу 57х4 мм, сталь привариваемых концов 09Г2С БРС 2-48/58;ЗЕЛЁНЫЙ;False;False;;Соединение быстроразъемное DN 50 РN 1,6 МПа, климатического исполнения У1, для присоединения к трубопроводу 57х4 мм, сталь привариваемых концов 09Г2С БРС 2-48/58
71283;"ООО ""ЛТК ""Свободный сокол""";Труба раструбная ЧШГВ-150х6000 ТУ 1461-063-50254094-2004;Труба раструбная ЧШГВ-150х6000;ЗЕЛЁНЫЙ;False;False;;Труба раструбная ЧШГВ-150х6000
285382;"ООО ""Веста"", ИНН 5402185047";Стол под мойку. Габаритные размеры, мм 600х850х600 Алеся ГОСТ 16371-2014;Стол под мойку. Габаритные размеры, мм 600х850х600 Алеся ГОСТ 16371-2014;ЗЕЛЁНЫЙ;False;False;;Стол под мойку. Габаритные размеры, мм 600х850х600 Алеся ГОСТ 16371-2014
168218;"ООО ""Здравторг"", Россия, Санкт-Петербург";Мини-штатив для дозаторов (на 3 шт.) МШ;Мини-штатив для дозаторов (на 3 шт.) МШ;ЗЕЛЁНЫЙ;False;False;;Мини-штатив для дозаторов (на 3 шт.) МШ
204952;"ООО ""Автоматические пожарные системы""";Блок-бокс хранения пенообразователя в комплекте с пенообразователем Пайроком AFFF/AR 3% в количестве 10 м3. Артикул 000.130 комплектация по обосновывающему документу 0092.020.004.П6.0004.149.0003.2314.049-ВК.ОЛ;Блок-бокс хранения пенообразователя в комплекте с пенообразователем Пайроком AFFF/AR 3% в количестве 10 м3. комплектация по обосновывающему документу 0092.020.004.П6.0004.149.0003.2314.049-ВК.ОЛ;ЗЕЛЁНЫЙ;False;False;;Блок-бокс хранения пенообразователя в комплекте с пенообразователем Пайроком AFFF/AR 3% в количестве 10 м3. комплектация по обосновывающему документу 0092.020.004.П6.0004.149.0003.2314.049-ВК.ОЛ
